CloseDate,ClosePrice_x,Latitude,Longitude,UnparsedAddress_x,PropertyType,LivingArea,CountyOrParish,ParkingTotal,PropertySubType,YearBuilt,StreetNumberNumeric,ListingId,BathroomsTotalInteger,City,BedroomsTotal,StateOrProvince,GarageSpaces,HighSchoolDistrict,PostalCode,LotSizeSquareFeet,ViewYN_False,ViewYN_Missing,ViewYN_True,WaterfrontYN_Missing,WaterfrontYN_True,BasementYN_Missing,BasementYN_True,PoolPrivateYN_False,PoolPrivateYN_Missing,PoolPrivateYN_True,AttachedGarageYN_False,AttachedGarageYN_Missing,AttachedGarageYN_True,FireplaceYN_False,FireplaceYN_Missing,FireplaceYN_True,NewConstructionYN_False,NewConstructionYN_Missing,NewConstructionYN_True,LocationCluster,Levels_Clean,Flooring_Simplified,LotPerLivingArea,HasGarage,Has_Fireplace,Is_New,closest_city,distance_to_downtown,TotalRooms,GarageSpaces_Per_LivingArea,LargeLivingArea_With_EnoughRoom,ExpensiveCity,FamousCity_With_LargeHouse,UnparsedAddress_y,ClosePrice_y
2024-04-02,250000.0,36.783028,-119.76845,3533 Virginia Lane N,Residential,1723.0,Fresno,2.0,SingleFamilyResidence,1971.0,3533.0,FR21209594,2.0,Fresno,2.0,CA,2.0,Fresno Unified,93726,8100.0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,4.0,2.0,Unknown,4.7011027278003485,1,1,0,Fresno,5.296446810157017,4.0,0.0011607661056297,0,0,0,3533 Virginia Lane N,250000.0
2024-04-30,413700.0,33.605045,-116.473489,68252 Materhorn,Residential,2285.0,Riverside,3.0,SingleFamilyResidence,1990.0,68252.0,SW21101127,3.0,Pinyon Pines,3.0,CA,3.0,Palm Springs Unified,92561,43560.0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,9.0,1.0,Unknown,19.063457330415755,1,1,0,San Diego,117.79665712984134,6.0,0.0013129102844638,0,0,0,68252 Materhorn,413700.0
2024-04-03,725000.0,32.55495,-117.04971,2378 Smythe Avenue,Residential,1716.0,San Diego,2.0,SingleFamilyResidence,1945.0,2378.0,PTP2001466,2.0,San Ysidro,5.0,CA,2.0,Sweetwater Union,92173,10557.0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2.0,1.0,Unknown,6.152097902097903,1,0,0,San Diego,20.69531258181526,7.0,0.0011655011655011,0,0,0,2378 Smythe Avenue,725000.0
2024-04-12,600000.0,32.7426226,-116.9882261,3457 Kenora Dr,Residential,1600.0,San Diego,4.0,SingleFamilyResidence,1958.0,3457.0,240009799SD,3.0,Spring Valley,3.0,CA,2.0,Missing,91977,8130.0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2.0,1.0,Unknown,5.08125,1,0,0,San Diego,16.44558916072,6.0,0.00125,0,0,0,3457 Kenora Dr,600000.0
2024-04-10,1810000.0,37.8416439,-122.1286061,846 Crossbrook Ct,Residential,2001.0,Contra Costa,2.0,SingleFamilyResidence,1964.0,846.0,41058443,2.0,Moraga,4.0,CA,2.0,Missing,94556,15600.0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,8.0,1.0,"Tile,Wood",7.796101949025488,1,1,0,San Francisco,26.602826509473008,6.0,0.000999500249875,0,0,0,846 Crossbrook Ct,1810000.0
2024-04-30,920000.0,33.909031,-117.908176,817 Chestnut Avenue,Residential,2147.0,Orange,2.0,SingleFamilyResidence,1955.0,817.0,PW24086091,3.0,Brea,5.0,CA,2.0,Brea-Olinda Unified,92821,9324.0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0.0,1.0,Unknown,4.342803912435957,1,1,0,Los Angeles,34.79292753883341,8.0,0.0009315323707498,0,0,0,817 Chestnut Avenue,920000.0
2024-04-30,920000.0,33.909031,-117.908176,817 Chestnut Avenue,Residential,2147.0,Orange,2.0,SingleFamilyResidence,1955.0,817.0,PW24086091,3.0,Brea,5.0,CA,2.0,Brea-Olinda Unified,92821,9324.0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0.0,1.0,Unknown,4.342803912435957,1,1,0,Los Angeles,34.79292753883341,8.0,0.0009315323707498,0,0,0,817 Chestnut Avenue,1430000.0
2024-04-26,1400000.0,37.2665501,-121.9155806,3156 Cyrus Avenue,Residential,1248.0,Santa Clara,2.0,SingleFamilyResidence,1960.0,3156.0,ML81963836,2.0,San Jose,3.0,CA,2.0,Other,95124,6098.0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1.0,1.0,"Laminate,Wood",4.886217948717949,1,1,0,San Jose,8.377479359406387,5.0,0.0016025641025641,0,0,0,3156 Cyrus Avenue,1400000.0
2024-04-26,1675000.0,37.5563181,-122.3036391,1734 Wolfe Drive,Residential,1540.0,San Mateo,2.0,SingleFamilyResidence,1956.0,1734.0,ML81963827,2.0,San Mateo,4.0,CA,2.0,Other,94402,5252.0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,8.0,1.0,Unknown,3.4103896103896103,1,1,0,San Francisco,26.35461253055608,6.0,0.0012987012987012,0,1,0,1734 Wolfe Drive,1675000.0
2024-04-29,510000.0,33.833986,-116.476252,29583 E Trancas,Residential,1461.0,Riverside,2.0,SingleFamilyResidence,1990.0,29583.0,NDP2403693,2.0,Cathedral City,2.0,CA,2.0,Palm Springs Unified,92234,6534.0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,9.0,1.0,Unknown,4.472279260780288,1,1,0,San Diego,139.69775870459748,4.0,0.001368925393566,0,0,0,29583 E Trancas,510000.0
