CloseDate,ClosePrice_x,Latitude,Longitude,UnparsedAddress_x,PropertyType,LivingArea,CountyOrParish,ParkingTotal,PropertySubType,YearBuilt,StreetNumberNumeric,ListingId,BathroomsTotalInteger,City,BedroomsTotal,StateOrProvince,GarageSpaces,HighSchoolDistrict,PostalCode,LotSizeSquareFeet,ViewYN_False,ViewYN_Missing,ViewYN_True,WaterfrontYN_Missing,WaterfrontYN_True,BasementYN_Missing,BasementYN_True,PoolPrivateYN_False,PoolPrivateYN_Missing,PoolPrivateYN_True,AttachedGarageYN_False,AttachedGarageYN_Missing,AttachedGarageYN_True,FireplaceYN_False,FireplaceYN_Missing,FireplaceYN_True,NewConstructionYN_False,NewConstructionYN_Missing,NewConstructionYN_True,LocationCluster,Levels_Clean,Flooring_Simplified,LotPerLivingArea,HasGarage,Has_Fireplace,Is_New,closest_city,distance_to_downtown,TotalRooms,GarageSpaces_Per_LivingArea,LargeLivingArea_With_EnoughRoom,ExpensiveCity,FamousCity_With_LargeHouse,UnparsedAddress_y,ClosePrice_y
2024-06-21,830000.0,33.9765965,-117.9076898,18255 Mescal Street,Residential,1400.0,Los Angeles,2.0,SingleFamilyResidence,1961.0,18255.0,TR24067169,2.0,Rowland Heights,3.0,CA,2.0,Rowland Unified,91748,6410.0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0.0,1.0,"Laminate,Tile",4.578571428571428,1,0,0,Los Angeles,32.09047598077069,5.0,0.0014285714285714,0,0,0,18255 Mescal Street,830000.0
2024-06-18,965000.0,34.1054016,-117.736313,1160 N Towne Avenue,Residential,2033.0,Los Angeles,8.0,SingleFamilyResidence,1952.0,1160.0,AR24030524,3.0,Claremont,5.0,CA,0.0,Claremont Unified,91711,7764.0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0.0,1.0,SeeRemarks,3.818986719134284,0,1,0,Los Angeles,47.10283082786768,8.0,0.0,0,0,0,1160 N Towne Avenue,965000.0
2024-06-10,1255000.0,33.7971358,-117.9597034,11392 Biscayne Boulevard,Residential,2147.0,Orange,2.0,SingleFamilyResidence,1954.0,11392.0,PW24067427,2.0,Garden Grove,4.0,CA,2.0,ABC Unified,92841,8480.0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0.0,2.0,"Tile,Vinyl",3.949697251979506,1,1,0,Los Angeles,38.61356042885667,6.0,0.0009315323707498,0,0,0,11392 Biscayne Boulevard,1255000.0
2024-06-24,575000.0,38.0460192,-121.6388284,3049 W Willow Rd,Residential,1458.0,Contra Costa,1.0,SingleFamilyResidence,1970.0,3049.0,41055015,2.0,Bethel Island,2.0,CA,1.0,Missing,94511,10800.0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,8.0,2.0,"Carpet,Laminate",7.407407407407407,1,1,0,Sacramento,60.87234130333955,4.0,0.0006858710562414,0,0,0,3049 W Willow Rd,575000.0
2024-06-18,1425000.0,34.0358687,-118.4642145,12426 Idaho Avenue,Residential,1788.0,Los Angeles,2.0,SingleFamilyResidence,1936.0,12426.0,PW24066817,2.0,Los Angeles,3.0,CA,2.0,Los Angeles Unified,90025,6248.0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,6.0,1.0,Unknown,3.494407158836689,1,1,0,Los Angeles,20.39852363689765,5.0,0.0011185682326621,0,0,0,12426 Idaho Avenue,1425000.0
2024-06-04,430000.0,33.94443,-116.504441,66384 Lantana Lane,Residential,1840.0,Riverside,4.0,SingleFamilyResidence,2021.0,66384.0,219109532PS,3.0,Desert Hot Springs,3.0,CA,2.0,Palm Springs Unified,92240,7405.0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,9.0,1.0,"Carpet,Vinyl",4.024456521739131,1,0,1,San Diego,149.62920928650487,6.0,0.0010869565217391,0,0,0,66384 Lantana Lane,430000.0
2024-06-30,1510000.0,37.1393427,-121.6471211,847 Talbot Drive,Residential,2533.0,Santa Clara,3.0,SingleFamilyResidence,2000.0,847.0,ML81960217,2.0,Morgan Hill,4.0,CA,3.0,Other,95037,7405.0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1.0,1.0,Wood,2.923410975128306,1,1,0,San Jose,30.61438364537913,6.0,0.0011843663639952,0,0,0,847 Talbot Drive,1510000.0
2024-06-21,524900.0,37.201242,-119.7874218,41779 Lilley Mountain Drive,Residential,3944.0,Madera,5.0,SingleFamilyResidence,2007.0,41779.0,FR24067128,4.0,Coarsegold,5.0,CA,3.0,Yosemite Unified,93614,111949.2,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,4.0,2.0,Laminate,28.38468559837728,1,1,0,Fresno,51.53240712395786,9.0,0.000760649087221,1,0,0,41779 Lilley Mountain Drive,524900.0
2024-06-03,1305000.0,33.1406147,-117.0247778,3114 Ridgeline Place,Residential,3974.0,San Diego,6.0,SingleFamilyResidence,2003.0,3114.0,ND24067313,4.0,Escondido,4.0,CA,2.0,Escondido Union,92027,17598.0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,2.0,2.0,"Carpet,Tile",4.428283844992451,1,1,0,San Diego,48.93143530687396,8.0,0.0005032712632108,1,0,1,3114 Ridgeline Place,1305000.0
2024-06-06,1150000.0,37.1344358,-121.6505688,437 Calle Cerro,Residential,1523.0,Santa Clara,2.0,SingleFamilyResidence,1998.0,437.0,ML81959441,3.0,Morgan Hill,3.0,CA,2.0,Other,95037,3485.0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1.0,1.0,"Carpet,Tile,Wood",2.288246881155614,1,1,0,San Jose,30.80364927769561,6.0,0.0013131976362442,0,0,0,437 Calle Cerro,1150000.0
2024-06-27,1160000.0,34.4730831,-118.1918504,32249 Falcongate Avenue,Residential,4070.0,Los Angeles,3.0,SingleFamilyResidence,1988.0,32249.0,SR24063756,4.0,Acton,5.0,CA,3.0,Acton-Agua Dulce Unified,93510,109660.0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,6.0,2.0,Unknown,26.943488943488944,1,1,0,Los Angeles,47.04200561947092,9.0,0.0007371007371007,1,0,0,32249 Falcongate Avenue,1160000.0
2024-06-12,290000.0,34.447199,-117.2031084,21101 Valencia Street,Residential,1104.0,San Bernardino,2.0,SingleFamilyResidence,1980.0,21101.0,HD24067284,1.0,Apple Valley,3.0,CA,2.0,Apple Valley Unified,92308,19440.0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,7.0,1.0,Unknown,17.608695652173914,1,0,0,Los Angeles,105.24591925729275,4.0,0.0018115942028985,0,0,0,21101 Valencia Street,290000.0
2024-06-24,2100000.0,39.431379,-123.784017,20230 Hanson Road,Residential,4106.0,Mendocino,4.0,SingleFamilyResidence,1995.0,20230.0,C1-10528,2.0,Fort Bragg,3.0,CA,4.0,Missing,95437,238708.8,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,3.0,2.0,Unknown,58.136580613736,1,1,0,San Francisco,219.05521510058315,5.0,0.0009741841207988,0,0,0,20230 Hanson Road,2100000.0
2024-06-04,749900.0,34.5480944,-117.2774856,17729 Tude Court,Residential,3094.0,San Bernardino,3.0,SingleFamilyResidence,1999.0,17729.0,SR24065787,3.0,Apple Valley,4.0,CA,3.0,Apple Valley Unified,92307,37278.0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,7.0,1.0,Unknown,12.048480930833872,1,1,0,Los Angeles,104.48767164753772,7.0,0.0009696186166774,1,0,1,17729 Tude Court,749900.0
2024-06-04,1690085.0,34.129682,-118.321382,6150 Mulholland Highway,Residential,1892.0,Los Angeles,2.0,SingleFamilyResidence,1962.0,6150.0,24375493,3.0,Los Angeles,4.0,CA,2.0,Missing,90068,7143.0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,6.0,2.0,"Carpet,Wood",3.775369978858351,1,0,0,Los Angeles,11.198217608096432,7.0,0.0010570824524312,0,0,0,6150 Mulholland Highway,1690085.0
2024-06-07,810000.0,34.4681956,-118.5605467,24037 Joshua Drive,Residential,1920.0,Los Angeles,2.0,SingleFamilyResidence,2004.0,24037.0,SR24067322,3.0,Valencia,3.0,CA,2.0,William S. Hart Union,91354,301437.0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,6.0,2.0,"Carpet,Vinyl",156.9984375,1,1,0,Los Angeles,54.6585804546939,6.0,0.0010416666666666,0,0,0,24037 Joshua Drive,810000.0
2024-06-04,1345000.0,34.1867694,-118.6098565,22143 Victory Boulevard,Residential,2346.0,Los Angeles,2.0,SingleFamilyResidence,1954.0,22143.0,SR24063718,4.0,Woodland Hills,4.0,CA,0.0,Los Angeles Unified,91303,7201.0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,6.0,1.0,Tile,3.0694799658994034,0,0,0,Los Angeles,36.8785862444419,8.0,0.0,0,0,0,22143 Victory Boulevard,1345000.0
